panel,load_case,a_over_b,a_m,applied_Nx_N_per_m,global_CLPT_Nx_N_per_m,global_shear_corrected_Nx_N_per_m,face_wrinkling_Nx_N_per_m,core_shear_crimping_Nx_N_per_m,face_compression_Nx_N_per_m,governing_mode,reserve_factor,margin_of_safety
LE_upper_sandwich,109MPa_reference,2.0250000000000004,1.624940827744443,433392.3444976077,1543158.7811714055,726277.3683004681,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6757964867662243,0.6757964867662243
LE_upper_sandwich,109MPa_reference,2.05,1.6450018256178307,433392.3444976077,1537151.902820871,724944.0665594881,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6727200555419357,0.6727200555419357
LE_upper_sandwich,109MPa_reference,2.075,1.6650628234912193,433392.3444976077,1531692.1189270057,723727.4136158786,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6699127771969067,0.6699127771969067
LE_upper_sandwich,109MPa_reference,2.1,1.6851238213646074,433392.3444976077,1526757.5252791026,722623.8505344605,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6673664399220818,0.6673664399220818
LE_upper_sandwich,109MPa_reference,2.125,1.7051848192379955,433392.3444976077,1522327.4985241855,721629.9223360778,1682652.061232267,1225000.0,2100000.0,global_buckling,1.665073071774255,0.665073071774255
LE_upper_sandwich,109MPa_reference,2.1500000000000004,1.7252458171113838,433392.3444976077,1518382.607328561,720742.2754249842,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6630249347400798,0.6630249347400798
LE_upper_sandwich,109MPa_reference,2.175,1.7453068149847717,433392.3444976077,1514904.5306458063,719957.6549838637,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6612145187253944,0.6612145187253944
LE_upper_sandwich,109MPa_reference,2.2,1.76536781285816,433392.3444976077,1511875.9824488603,719272.9023522148,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6596345355061646,0.6596345355061646
LE_upper_sandwich,109MPa_reference,2.225,1.7854288107315481,433392.3444976077,1509280.6423484774,718684.9524016847,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6582779126723866,0.6582779126723866
LE_upper_sandwich,109MPa_reference,2.25,1.8054898086049362,433392.3444976077,1507103.0915777606,718190.8309200398,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6571377875919178,0.6571377875919178
LE_upper_sandwich,109MPa_reference,2.2750000000000004,1.8255508064783248,433392.3444976077,1505328.7538736425,717787.6520137592,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6562075014172786,0.6562075014172786
LE_upper_sandwich,109MPa_reference,2.3,1.8456118043517125,433392.3444976077,1503943.8408318413,717472.6155377439,1682652.061232267,1225000.0,2100000.0,global_buckling,1.655480593155019,0.6554805931550189
LE_upper_sandwich,109MPa_reference,2.325,1.865672802225101,433392.3444976077,1502935.3013525624,717243.0045593026,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6549507938141759,0.6549507938141759
